Player,Equipa,Agente,Rounds,R2.0,ACS,KD,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD,Campeonato
SugarZ3ro,ZETA,"Viper, Astra",431,1.15,221.5,1.16,75.0,146.6,0.8,0.34,0.06,0.06,29.0,19%,12/62,25,345,298,146,25,27,masters_reykjavik_2022
sScary,XIA,"Viper, Omen, Astra",163,1.14,214.3,1.05,73.0,145.1,0.74,0.41,0.06,0.07,22.0,13%,4/30,28,120,114,67,9,11,masters_reykjavik_2022
xand,NIP,"Kayo, Raze, Jett",147,1.13,241.7,1.16,65.0,147.3,0.85,0.17,0.18,0.13,21.0,10%,2/21,21,125,108,25,26,19,masters_reykjavik_2022
Sacy,LOUD,"Sova, Breach",240,1.12,202.8,1.06,75.0,139.2,0.7,0.3,0.05,0.03,31.0,14%,7/49,26,169,159,72,13,7,masters_reykjavik_2022
f0rsakeN,PRX,"Jett, Yoru",209,1.12,242.5,1.15,75.0,152.5,0.86,0.17,0.22,0.21,29.0,29%,4/14,29,180,156,36,47,44,masters_reykjavik_2022
stax,DRX,"Kayo, Breach, Skye",271,1.10,207.3,1.14,73.0,136.6,0.73,0.34,0.06,0.04,35.0,20%,7/35,24,197,173,91,15,10,masters_reykjavik_2022
Jamppi,TL,"Breach, Jett, Sova",243,1.10,231.0,1.17,70.0,153.8,0.84,0.16,0.15,0.12,25.0,14%,3/21,33,204,175,38,36,30,masters_reykjavik_2022
Enzo,FNC,"Sova, Sage, Viper",85,1.08,229.5,1.11,73.0,148.7,0.8,0.22,0.12,0.04,21.0,11%,2/18,19,68,61,19,10,3,masters_reykjavik_2022
Zest,DRX,"Sova, Sage",271,1.08,196.2,1.13,72.0,131.3,0.72,0.24,0.07,0.07,30.0,25%,8/32,27,194,171,64,20,19,masters_reykjavik_2022
Benkai,PRX,"Cypher, Breach, Sova",209,1.06,183.9,1.07,72.0,121.3,0.67,0.25,0.04,0.09,28.0,14%,6/42,20,141,132,53,9,19,masters_reykjavik_2022
Nivera,TL,"Chamber, Killjoy, Cypher",243,1.06,198.9,1.13,74.0,128.3,0.73,0.1,0.13,0.07,27.0,25%,7/28,26,178,157,24,31,17,masters_reykjavik_2022
Jinggg,PRX,"Reyna, Raze, Kayo",209,1.06,250.6,1.1,67.0,166.6,0.88,0.24,0.12,0.14,16.0,14%,1/7,28,184,168,51,25,30,masters_reykjavik_2022
Mixwell,G2,"Chamber, Jett",128,1.05,216.2,1.03,70.0,141.5,0.78,0.2,0.16,0.12,17.0,22%,4/18,27,100,97,25,20,15,masters_reykjavik_2022
cauanzin,NIP,"Sova, Sage, Kayo",147,1.04,207.7,0.94,71.0,130.4,0.69,0.31,0.09,0.07,21.0,13%,2/16,23,102,108,45,13,10,masters_reykjavik_2022
crashies,OPTC,"Sova, Skye, Kayo",468,1.03,194.2,1.04,74.0,129.8,0.67,0.31,0.07,0.06,26.0,19%,10/54,28,315,304,147,34,27,masters_reykjavik_2022
Victor,OPTC,"Kayo, Raze, Neon",468,1.03,213.9,1.04,73.0,138.8,0.72,0.31,0.14,0.13,24.0,23%,8/35,25,339,327,144,64,59,masters_reykjavik_2022
Laz,ZETA,"Chamber, Killjoy, Viper",431,1.02,214.0,1.05,71.0,139.9,0.76,0.19,0.16,0.12,26.0,14%,7/50,29,327,312,82,69,50,masters_reykjavik_2022
BuZz,DRX,"Jett, Killjoy, Chamber",271,1.00,223.3,1.06,69.0,141.5,0.77,0.27,0.13,0.14,26.0,19%,4/21,28,208,196,73,35,38,masters_reykjavik_2022
Less,LOUD,"Viper, Killjoy",240,0.99,202.5,1.01,70.0,135.0,0.69,0.25,0.07,0.11,19.0,17%,4/24,33,166,164,61,17,27,masters_reykjavik_2022
Mistic,FNC,"Omen, Brimstone, Viper",85,0.99,198.5,0.92,68.0,135.4,0.69,0.32,0.07,0.04,33.0,13%,2/15,21,59,64,27,6,3,masters_reykjavik_2022
TENNN,ZETA,"Sage, Skye, Raze",431,0.98,221.7,0.99,68.0,146.0,0.75,0.22,0.16,0.15,27.0,14%,5/37,27,324,327,94,69,65,masters_reykjavik_2022
Sushiboys,XIA,"Killjoy, Cypher",163,0.97,194.1,0.96,68.0,133.1,0.69,0.13,0.11,0.08,24.0,19%,4/21,21,112,117,22,18,13,masters_reykjavik_2022
L1NK,TL,"Brimstone, Omen, Astra",243,0.97,164.3,0.97,76.0,112.0,0.62,0.3,0.05,0.03,42.0,15%,7/47,29,150,155,72,11,8,masters_reykjavik_2022
NagZ,KRÜ,"Chamber, Jett, Sage",89,0.96,190.3,0.96,63.0,123.5,0.72,0.13,0.15,0.17,30.0,20%,2/10,24,64,67,12,13,15,masters_reykjavik_2022
bnj,NIP,"Omen, Viper, Brimstone",147,0.96,159.9,0.86,68.0,108.8,0.56,0.25,0.05,0.07,25.0,29%,8/28,19,82,95,37,8,10,masters_reykjavik_2022
H1ber,FNC,"Jett, Raze, Chamber",85,0.96,231.3,0.86,68.0,153.3,0.74,0.26,0.2,0.16,19.0,,0/4,20,63,73,22,17,14,masters_reykjavik_2022
keznit,KRÜ,"Jett, Chamber, Raze",89,0.96,204.0,0.96,65.0,131.2,0.72,0.17,0.18,0.17,23.0,,0/14,28,64,67,15,16,15,masters_reykjavik_2022
valyn,TGRD,"Viper, Omen, Brimstone",108,0.95,178.8,0.86,76.0,114.3,0.62,0.4,0.04,0.06,25.0,8%,1/12,17,67,78,43,4,7,masters_reykjavik_2022
d4v41,PRX,"Sova, Skye, Killjoy",209,0.94,180.6,0.88,70.0,119.7,0.62,0.34,0.05,0.03,27.0,,0/26,19,129,147,71,11,6,masters_reykjavik_2022
JonahP,TGRD,"Omen, Breach, Viper",108,0.94,198.6,0.96,69.0,128.4,0.71,0.19,0.09,0.1,27.0,13%,1/8,25,77,80,20,10,11,masters_reykjavik_2022
soulcas,TL,"Neon, Sova, Raze",243,0.93,199.3,0.91,74.0,134.9,0.63,0.37,0.08,0.13,22.0,21%,4/19,22,153,169,91,19,31,masters_reykjavik_2022
Dep,ZETA,"Jett, Viper, Sage",431,0.93,194.9,0.96,67.0,126.1,0.69,0.24,0.11,0.1,28.0,6%,3/51,26,299,312,105,48,44,masters_reykjavik_2022
Surf,XIA,Jett,163,0.92,212.9,1.01,66.0,135.1,0.74,0.1,0.14,0.18,23.0,,0/14,21,121,120,16,23,29,masters_reykjavik_2022
pANcada,LOUD,"Sage, Omen, Chamber",240,0.91,180.5,0.96,66.0,121.7,0.69,0.24,0.07,0.1,35.0,12%,3/26,22,165,172,58,16,25,masters_reykjavik_2022
nukkye,G2,"Raze, Sova, Jett",128,0.90,211.2,0.84,70.0,150.5,0.65,0.31,0.09,0.16,16.0,17%,2/12,19,83,99,40,12,20,masters_reykjavik_2022
bezn1,NIP,"Killjoy, Cypher, Sage",147,0.89,191.9,0.85,69.0,125.3,0.63,0.35,0.05,0.15,25.0,23%,3/13,28,92,108,51,8,22,masters_reykjavik_2022
Klaus,KRÜ,"Breach, Kayo, Viper",89,0.88,182.3,0.78,74.0,122.7,0.6,0.38,0.03,0.04,21.0,8%,1/13,17,53,68,34,3,4,masters_reykjavik_2022
crow,ZETA,"Sova, Breach, Skye",431,0.87,164.7,0.82,71.0,110.7,0.57,0.28,0.04,0.04,27.0,9%,5/55,19,247,302,122,17,18,masters_reykjavik_2022
neT,TGRD,"Chamber, Killjoy, Cypher",108,0.86,179.2,0.87,69.0,118.5,0.62,0.13,0.07,0.11,34.0,18%,2/11,18,67,77,14,8,12,masters_reykjavik_2022
mindfreak,PRX,"Omen, Brimstone, Viper",209,0.85,158.4,0.79,70.0,101.6,0.56,0.38,0.03,0.05,26.0,16%,4/25,17,116,147,80,7,11,masters_reykjavik_2022
foxz,XIA,"Sova, Skye, Sage",163,0.85,189.6,0.85,68.0,132.0,0.64,0.25,0.06,0.1,22.0,5%,1/21,20,105,124,41,9,17,masters_reykjavik_2022
trent,TGRD,"Sova, Skye, Breach",108,0.84,162.4,0.8,66.0,111.0,0.58,0.18,0.07,0.08,30.0,,0/15,15,63,79,19,8,9,masters_reykjavik_2022
AvovA,G2,"Omen, Kayo",128,0.83,169.0,0.78,62.0,111.0,0.59,0.3,0.07,0.11,31.0,27%,4/15,17,75,96,38,9,14,masters_reykjavik_2022
Jonn,NIP,"Jett, Reyna, Sage",147,0.83,181.9,0.82,63.0,119.6,0.63,0.22,0.08,0.13,29.0,13%,1/8,19,93,113,32,12,19,masters_reykjavik_2022
FiNESSE,OPTC,"Sage, Killjoy, Viper",468,0.81,162.3,0.81,68.0,109.0,0.56,0.25,0.07,0.06,21.0,13%,6/48,21,261,323,116,33,26,masters_reykjavik_2022
delz1k,KRÜ,"Brimstone, Omen",89,0.81,180.3,0.8,70.0,120.3,0.63,0.31,0.08,0.04,26.0,,0/7,24,56,70,28,7,4,masters_reykjavik_2022
saadhak,LOUD,"Chamber, Breach, Kayo",240,0.80,174.9,0.76,66.0,115.0,0.59,0.35,0.09,0.16,16.0,6%,1/16,20,141,185,83,22,39,masters_reykjavik_2022
Rb,DRX,"Sage, Jett, Raze",271,0.80,184.9,0.89,65.0,115.3,0.64,0.17,0.14,0.19,23.0,25%,5/20,20,173,195,45,37,51,masters_reykjavik_2022
Crws,XIA,"Sage, Breach",163,0.77,168.7,0.77,63.0,110.3,0.58,0.2,0.07,0.14,23.0,31%,4/13,21,95,123,33,11,23,masters_reykjavik_2022
MAGNUM,FNC,"Killjoy, Viper, Cypher",85,0.77,187.5,0.75,67.0,123.5,0.61,0.25,0.07,0.15,21.0,,0/7,16,52,69,21,6,13,masters_reykjavik_2022
Meddo,G2,"Breach, Viper, Cypher",128,0.73,152.8,0.76,64.0,97.6,0.54,0.12,0.02,0.08,27.0,5%,1/22,20,69,91,15,3,10,masters_reykjavik_2022
Mazino,KRÜ,"Sage, Sova, Skye",89,0.68,166.5,0.68,70.0,119.6,0.56,0.18,0.06,0.08,21.0,8%,1/12,16,50,73,16,5,7,masters_reykjavik_2022
Boaster,FNC,"Kayo, Skye, Breach",85,0.58,133.8,0.54,62.0,88.1,0.44,0.32,0.04,0.12,17.0,,0/11,12,37,69,27,3,10,masters_reykjavik_2022
Piko,Ares,Astra,86,1.44,267.0,1.45,81.0,172.2,0.98,0.48,0.08,0.05,29.0,20%,3/15,28,84,58,41,7,4,br_challengers_s1_2022
aspas,Panc,"Raze, Jett, Chamber",587,1.43,286.5,1.8,81.0,182.9,1.01,0.23,0.21,0.11,24.0,19%,8/42,27,593,330,137,126,62,br_challengers_s1_2022
rwb,SPY,Jett,97,1.42,310.6,1.53,74.0,193.7,1.04,0.28,0.2,0.18,19.0,36%,4/11,30,101,66,27,19,17,br_challengers_s1_2022
maazu,Team,Jett,151,1.40,286.1,1.54,74.0,180.2,1.04,0.12,0.23,0.08,27.0,27%,4/15,29,157,102,18,35,12,br_challengers_s1_2022
Luskka,Big,"Reyna, Skye",72,1.37,293.5,1.48,71.0,186.2,0.99,0.21,0.24,0.08,28.0,22%,2/9,22,71,48,15,17,6,br_challengers_s1_2022
matt,Sem,"Viper, Sova",59,1.35,300.7,1.53,80.0,193.4,1.03,0.24,0.19,0.07,37.0,,0/9,25,61,40,14,11,4,br_challengers_s1_2022
Surpr1seeeeeeeee,Mede,Astra,106,1.34,252.0,1.33,76.0,160.8,0.88,0.39,0.09,0.11,28.0,14%,2/14,25,93,70,41,10,12,br_challengers_s1_2022
naxy,TLV,"Viper, Killjoy",63,1.34,234.8,1.54,68.0,154.1,0.86,0.24,0.06,0.03,15.0,29%,2/7,19,54,35,15,4,2,br_challengers_s1_2022
MrLeonan,JARE,"Killjoy, Sage",111,1.34,272.8,1.55,76.0,166.2,0.99,0.16,0.08,0.07,31.0,20%,3/15,27,110,71,18,9,8,br_challengers_s1_2022
Celorrr,PUGz,Raze,14,1.33,325.0,1.08,64.0,203.9,1.0,0.21,0.07,0.07,18.0,14%,1/7,14,14,13,3,1,1,br_challengers_s1_2022
Sacy,Panc,"Breach, Sova, Skye",587,1.33,229.7,1.54,82.0,159.7,0.81,0.43,0.1,0.03,28.0,22%,11/49,26,475,308,254,59,19,br_challengers_s1_2022
Novi,Nox,Jett,59,1.31,308.3,1.22,68.0,198.3,1.02,0.2,0.22,0.14,22.0,29%,2/7,22,60,49,12,13,8,br_challengers_s1_2022
Sitean,Team,"Sova, Jett",63,1.31,243.0,1.21,65.0,185.3,0.9,0.16,0.14,0.06,31.0,14%,2/14,41,57,47,10,9,4,br_challengers_s1_2022
gobera,VALO,"Reyna, Jett",151,1.29,275.9,1.32,75.0,182.6,0.97,0.18,0.16,0.1,28.0,24%,4/17,38,146,111,27,24,15,br_challengers_s1_2022
Docks,LilB,"Jett, Raze",267,1.28,248.3,1.42,76.0,154.3,0.86,0.27,0.16,0.12,16.0,27%,6/22,23,230,162,73,42,33,br_challengers_s1_2022
g0ga,blac,Raze,60,1.28,258.7,1.24,68.0,178.7,0.85,0.23,0.15,0.1,13.0,,0/5,23,51,41,14,9,6,br_challengers_s1_2022
PxS,Rene,"Jett, Raze",524,1.27,273.8,1.39,75.0,168.9,0.92,0.26,0.24,0.15,16.0,26%,10/38,28,483,347,137,126,76,br_challengers_s1_2022
surpriiseeee,Mede,Astra,38,1.27,241.5,1.23,74.0,174.7,0.84,0.24,0.24,0.08,30.0,20%,1/5,17,32,26,9,9,3,br_challengers_s1_2022
Vigo,RDW,Astra,76,1.27,249.8,1.4,76.0,168.0,0.92,0.26,0.11,0.05,21.0,21%,3/14,21,70,50,20,8,4,br_challengers_s1_2022
bstrdd,TLV,"Jett, Skye",63,1.27,279.0,1.45,70.0,173.9,0.97,0.21,0.19,0.14,36.0,,0/5,20,61,42,13,12,9,br_challengers_s1_2022
Skuder,Skyl,"Viper, Astra",72,1.26,204.5,1.33,68.0,134.6,0.78,0.19,0.04,0.03,24.0,20%,3/15,17,56,42,14,3,2,br_challengers_s1_2022
pavel,Q CA,"Jett, Sova, Raze",132,1.25,248.2,1.29,74.0,161.8,0.84,0.23,0.18,0.11,22.0,6%,1/17,25,111,86,30,24,14,br_challengers_s1_2022
bruninej,Só,"Jett, Raze",152,1.25,235.4,1.42,75.0,151.8,0.85,0.14,0.15,0.11,22.0,8%,1/13,23,129,91,22,23,16,br_challengers_s1_2022
francez,LilB,"Breach, Skye, Kayo",88,1.25,261.8,1.37,75.0,165.8,0.92,0.3,0.11,0.15,23.0,11%,1/9,20,81,59,26,10,13,br_challengers_s1_2022
mwzera,VKS,"Kayo, Sova, Raze",548,1.24,237.5,1.24,77.0,159.8,0.82,0.38,0.07,0.06,20.0,23%,18/78,33,449,363,208,40,34,br_challengers_s1_2022
pANcada,Panc,"Astra, Sage, Viper",587,1.23,200.8,1.43,83.0,132.1,0.73,0.44,0.07,0.04,30.0,29%,15/52,20,431,301,256,41,24,br_challengers_s1_2022
heat,VKS,"Jett, Chamber",548,1.23,254.2,1.31,71.0,167.3,0.92,0.15,0.2,0.14,31.0,11%,6/55,41,505,385,80,112,79,br_challengers_s1_2022
zaninZS,EXOD,"Jett, Skye",169,1.23,249.4,1.32,76.0,159.9,0.89,0.22,0.25,0.08,28.0,28%,5/18,26,151,114,37,42,14,br_challengers_s1_2022
bld,BTF,"Sage, Jett",684,1.22,231.1,1.32,78.0,151.2,0.87,0.31,0.16,0.09,32.0,9%,4/43,34,593,449,210,109,64,br_challengers_s1_2022
GjW,Azul,Sova,79,1.22,221.8,1.24,71.0,144.7,0.78,0.34,0.04,0.05,20.0,31%,5/16,24,62,50,27,3,4,br_challengers_s1_2022
Less,Panc,"Viper, Cypher, Killjoy",587,1.22,222.4,1.5,79.0,142.9,0.81,0.26,0.13,0.07,24.0,22%,11/50,24,473,315,154,79,40,br_challengers_s1_2022
duhT,não,"Jett, Raze",252,1.22,270.8,1.32,73.0,174.0,0.97,0.15,0.23,0.17,25.0,25%,4/16,29,245,186,39,59,42,br_challengers_s1_2022
Rype,ORN,"Reyna, Raze",134,1.21,256.1,1.21,69.0,167.1,0.9,0.21,0.17,0.18,23.0,,0/11,23,121,100,28,23,24,br_challengers_s1_2022
Faelzin,With,"Reyna, Kayo, Jett",236,1.21,223.9,1.32,75.0,146.6,0.81,0.22,0.09,0.08,24.0,7%,2/30,25,192,146,53,22,18,br_challengers_s1_2022
daiki,TLV,"Sova, Raze",63,1.20,207.5,1.23,71.0,140.9,0.76,0.3,0.16,0.06,25.0,,0/5,18,48,39,19,10,4,br_challengers_s1_2022
GUIms,Raij,"Raze, Jett",54,1.20,282.0,1.17,69.0,183.9,0.89,0.2,0.2,0.2,18.0,,0/3,26,48,41,11,11,11,br_challengers_s1_2022
EdudZ,3P,"Jett, Kayo, Astra",228,1.20,260.1,1.22,72.0,172.5,0.9,0.22,0.19,0.2,21.0,7%,1/15,32,205,168,51,43,46,br_challengers_s1_2022
zakkv,B4,"Breach, Sova",495,1.20,219.4,1.18,76.0,152.6,0.77,0.34,0.07,0.07,27.0,11%,8/70,24,382,323,166,36,34,br_challengers_s1_2022
nzr,FUR,"Sova, Viper, Killjoy",460,1.19,218.3,1.21,76.0,149.0,0.75,0.29,0.05,0.04,21.0,18%,13/74,31,346,285,133,22,20,br_challengers_s1_2022
Soyokaze,Utah,"Chamber, Astra",81,1.19,237.8,1.3,69.0,147.5,0.86,0.09,0.15,0.05,29.0,22%,2/9,19,70,54,7,12,4,br_challengers_s1_2022
gak,SG,"Astra, Viper",361,1.19,201.8,1.29,76.0,131.1,0.76,0.33,0.07,0.07,43.0,20%,10/51,25,273,212,118,26,25,br_challengers_s1_2022
Champzera,LUSA,"Astra, Viper",185,1.19,189.3,1.35,76.0,132.1,0.75,0.35,0.05,0.08,30.0,8%,2/24,23,138,102,64,10,14,br_challengers_s1_2022
mxm,Só,"Killjoy, Viper, Cypher",152,1.18,211.8,1.27,74.0,145.2,0.76,0.22,0.08,0.1,26.0,20%,3/15,25,116,91,33,12,15,br_challengers_s1_2022
Ant,LilB,"Killjoy, Viper, Cypher",267,1.18,243.2,1.26,73.0,161.2,0.85,0.24,0.12,0.11,25.0,8%,2/26,26,227,180,64,32,30,br_challengers_s1_2022
foxzAo,tier,"Cypher, Viper, Killjoy",225,1.18,246.6,1.25,74.0,160.8,0.88,0.19,0.17,0.1,21.0,14%,4/29,31,199,159,43,39,23,br_challengers_s1_2022
cortezia,With,"Jett, Sage, Chamber",236,1.18,253.7,1.27,67.0,161.6,0.87,0.15,0.18,0.19,27.0,22%,5/23,27,205,162,35,42,46,br_challengers_s1_2022
RgLMeister,ING,"Astra, Viper, Sage",340,1.18,212.4,1.2,72.0,144.9,0.76,0.26,0.05,0.05,22.0,25%,17/69,24,259,215,90,17,17,br_challengers_s1_2022
mega,Bomb,"Killjoy, Cypher",151,1.18,231.9,1.29,72.0,152.3,0.81,0.11,0.13,0.09,26.0,27%,6/22,27,123,95,17,19,13,br_challengers_s1_2022
Paradox,Big,"Killjoy, Viper",72,1.18,226.3,1.33,83.0,151.8,0.85,0.21,0.08,0.04,30.0,17%,2/12,23,61,46,15,6,3,br_challengers_s1_2022
leonzhet,Rene,Sova,524,1.17,215.5,1.22,78.0,147.2,0.76,0.35,0.06,0.05,26.0,23%,13/57,35,398,325,184,33,26,br_challengers_s1_2022
gbz,HACK,"Astra, Sage",94,1.17,213.2,1.38,72.0,138.3,0.88,0.22,0.06,0.05,33.0,20%,2/10,25,83,60,21,6,5,br_challengers_s1_2022
Lukzban,Raij,"Skye, Kayo",54,1.17,241.5,1.18,81.0,147.9,0.83,0.39,0.09,0.11,21.0,,0/4,23,45,38,21,5,6,br_challengers_s1_2022
jow,fake,Jett,50,1.17,288.7,1.17,68.0,189.2,0.98,0.22,0.14,0.2,25.0,14%,1/7,19,49,42,11,7,10,br_challengers_s1_2022
mart1nz,5 ho,"Astra, Sage",114,1.16,220.8,1.2,76.0,152.5,0.8,0.38,0.09,0.05,27.0,15%,3/20,25,91,76,43,10,6,br_challengers_s1_2022
saadhak,Panc,"Cypher, Kayo, Breach",587,1.16,213.6,1.25,80.0,134.2,0.75,0.52,0.13,0.1,19.0,13%,3/23,23,439,351,306,76,61,br_challengers_s1_2022
Brinks,BTF,"Raze, Chamber, Cypher",684,1.16,248.7,1.23,77.0,163.4,0.86,0.23,0.13,0.1,20.0,5%,2/44,25,589,478,157,89,67,br_challengers_s1_2022
nicksz,EXcu,"Sova, Sage",71,1.16,222.3,1.13,85.0,152.6,0.73,0.28,0.1,0.07,26.0,8%,1/13,20,52,46,20,7,5,br_challengers_s1_2022
HTR,Last,"Sova, Cypher",201,1.16,218.3,1.18,75.0,146.2,0.75,0.34,0.09,0.06,16.0,19%,5/26,21,150,127,68,18,12,br_challengers_s1_2022
khan,G4 G,Astra,39,1.16,239.0,1.06,74.0,158.5,0.85,0.23,0.05,0.03,35.0,10%,1/10,19,33,31,9,2,1,br_challengers_s1_2022
guuih,Rise,Killjoy,241,1.16,217.1,1.28,73.0,150.3,0.76,0.2,0.13,0.06,23.0,20%,6/30,23,183,143,48,32,14,br_challengers_s1_2022
chl,ROLO,Yoru,148,1.16,225.0,1.22,75.0,148.0,0.78,0.16,0.11,0.07,30.0,20%,4/20,25,115,94,23,17,11,br_challengers_s1_2022
Jiraiya,Moto,"Skye, Reyna, Kayo",125,1.15,223.8,1.11,74.0,148.1,0.79,0.34,0.12,0.07,22.0,20%,3/15,22,99,89,42,15,9,br_challengers_s1_2022
rodrok1ng,Ares,"Raze, Sova",86,1.15,229.3,1.1,74.0,155.2,0.77,0.3,0.06,0.05,21.0,29%,5/17,20,66,60,26,5,4,br_challengers_s1_2022
vLn,4 ru,"Astra, Reyna, Viper",196,1.15,264.0,1.22,73.0,169.2,0.94,0.23,0.14,0.12,31.0,7%,1/15,28,184,151,46,28,23,br_challengers_s1_2022
enzao,Q CA,"Sage, Killjoy",132,1.15,220.5,1.2,72.0,146.6,0.79,0.2,0.08,0.07,22.0,17%,2/12,28,104,87,27,10,9,br_challengers_s1_2022
Braulino,RD E,"Breach, Skye, Kayo",158,1.15,224.3,1.25,73.0,146.9,0.84,0.3,0.1,0.08,35.0,25%,4/16,23,132,106,48,16,12,br_challengers_s1_2022
RoDrax,SPY,Killjoy,97,1.15,220.4,1.2,73.0,139.3,0.81,0.19,0.05,0.05,20.0,21%,3/14,20,79,66,18,5,5,br_challengers_s1_2022
cauanzin,NIP,"Sova, Kayo, Sage",609,1.15,222.4,1.12,75.0,146.7,0.75,0.36,0.08,0.06,22.0,14%,12/83,31,458,410,221,48,37,br_challengers_s1_2022
szk,SG,Sova,344,1.14,213.1,1.24,75.0,148.7,0.75,0.27,0.08,0.06,26.0,15%,6/40,24,257,207,94,26,19,br_challengers_s1_2022
Kick,blac,"Reyna, Sova",60,1.14,246.0,1.06,75.0,168.9,0.83,0.23,0.17,0.07,17.0,11%,1/9,21,50,47,14,10,4,br_challengers_s1_2022
CRMESSI,Utah,Sova,81,1.14,180.5,1.07,70.0,138.1,0.6,0.33,0.02,0.02,28.0,17%,3/18,18,49,46,27,2,2,br_challengers_s1_2022
viperz4o,ATS,"Astra, Viper",208,1.14,235.0,1.12,73.0,151.9,0.83,0.32,0.09,0.07,21.0,13%,4/32,23,172,154,66,18,14,br_challengers_s1_2022
nuuh,VIM,Jett,107,1.14,272.8,1.25,72.0,170.1,0.93,0.2,0.22,0.2,27.0,,0/1,24,100,80,21,24,21,br_challengers_s1_2022
HellBOY,Hell,Jett,66,1.13,222.0,1.08,70.0,160.7,0.83,0.2,0.14,0.17,30.0,25%,3/12,29,55,51,13,9,11,br_challengers_s1_2022
Di Wade,n0gr,Sova,44,1.13,211.0,1.06,75.0,150.5,0.77,0.3,0.05,0.07,30.0,13%,1/8,22,34,32,13,2,3,br_challengers_s1_2022
Foragi,ORN,"Viper, Astra",38,1.13,184.0,1.13,76.0,138.7,0.68,0.5,0.03,0.05,21.0,,0/2,16,26,23,19,1,2,br_challengers_s1_2022
jzz,MIBR,"Jett, Chamber",199,1.13,254.6,1.2,69.0,163.9,0.88,0.16,0.22,0.19,34.0,29%,4/14,28,175,146,31,44,38,br_challengers_s1_2022
LeeoLoos,Last,"Astra, Sage",201,1.13,219.0,1.16,73.0,148.1,0.78,0.34,0.06,0.07,25.0,25%,6/24,22,157,135,68,13,14,br_challengers_s1_2022
Siduzord,Mowi,"Sova, Breach",312,1.13,201.5,1.07,74.0,143.2,0.69,0.34,0.04,0.04,25.0,10%,6/61,25,216,202,106,14,13,br_challengers_s1_2022
high,RD E,Jett,228,1.12,213.5,1.23,70.0,136.2,0.79,0.12,0.16,0.11,32.0,16%,5/32,24,179,145,27,37,24,br_challengers_s1_2022
jnrz1k,Raij,"Sage, Sova",54,1.12,198.0,1.23,78.0,127.2,0.7,0.3,0.04,0.02,25.0,,0/9,22,38,31,16,2,1,br_challengers_s1_2022
controverse,HACK,Sova,94,1.12,187.0,1.02,80.0,132.0,0.62,0.47,0.06,0.03,18.0,15%,2/13,16,58,57,44,6,3,br_challengers_s1_2022
Gabriel,LilB,Astra,267,1.12,192.7,1.25,76.0,127.3,0.72,0.33,0.06,0.08,28.0,19%,5/26,20,193,155,87,16,22,br_challengers_s1_2022
celestial,4 ru,"Kayo, Viper, Jett",196,1.12,222.8,1.15,70.0,140.8,0.8,0.24,0.13,0.09,26.0,31%,4/13,24,157,137,47,25,17,br_challengers_s1_2022
Destiny,Shar,"Breach, Viper",50,1.12,208.0,1.11,70.0,139.4,0.78,0.16,0.08,0.08,29.0,22%,2/9,25,39,35,8,4,4,br_challengers_s1_2022
tuyz,TBK,"Chamber, Jett, Reyna",399,1.12,229.4,1.19,72.0,144.9,0.81,0.18,0.2,0.14,30.0,15%,6/39,23,325,273,70,80,55,br_challengers_s1_2022
Dvyno,LUSA,"Breach, Sova, Cypher",185,1.12,172.9,1.15,79.0,121.6,0.65,0.37,0.03,0.03,23.0,12%,4/33,18,121,105,68,5,6,br_challengers_s1_2022
fak,5 ho,"Killjoy, Viper, Cypher",114,1.12,212.8,1.21,73.0,133.5,0.77,0.21,0.14,0.07,21.0,8%,1/13,23,88,73,24,16,8,br_challengers_s1_2022
Made,Mowi,"Viper, Astra",312,1.11,200.9,1.07,74.0,134.7,0.72,0.34,0.07,0.05,24.0,14%,5/36,27,225,211,107,22,16,br_challengers_s1_2022
xht,TRB,Sova,70,1.11,177.0,1.16,81.0,120.0,0.63,0.24,0.01,0.04,43.0,8%,1/13,17,44,38,17,1,3,br_challengers_s1_2022
luqz,Rise,"Skye, Sova, Breach",241,1.11,209.3,1.16,78.0,142.9,0.76,0.34,0.09,0.05,31.0,15%,5/34,22,182,157,83,21,13,br_challengers_s1_2022
Tchu,OS G,Jett,85,1.11,258.0,1.14,68.0,162.8,0.88,0.2,0.26,0.16,23.0,,0/7,20,75,66,17,22,14,br_challengers_s1_2022
matheuzin,TBK,"Viper, Chamber, Killjoy",399,1.11,224.4,1.2,74.0,144.4,0.78,0.24,0.1,0.08,24.0,16%,9/58,25,313,261,97,39,31,br_challengers_s1_2022
l4cerr,Rise,"Raze, Jett",241,1.11,240.4,1.21,68.0,153.9,0.85,0.15,0.2,0.16,31.0,11%,1/9,25,204,168,37,48,39,br_challengers_s1_2022
sutecas,Trei,"Astra, Viper",215,1.10,202.4,1.12,72.0,131.1,0.73,0.36,0.09,0.05,31.0,17%,5/30,26,156,139,78,19,11,br_challengers_s1_2022
c0g,VIM,Sova,107,1.10,195.2,1.18,79.0,132.0,0.72,0.24,0.04,0.02,25.0,20%,3/15,19,77,65,26,4,2,br_challengers_s1_2022
fzkk,BTF,"Omen, Brimstone, Astra",684,1.10,194.4,1.18,76.0,124.3,0.72,0.37,0.08,0.08,21.0,20%,15/75,24,491,417,250,57,53,br_challengers_s1_2022
